candidate,time,URL,Message,友善職場,經濟支持,教保環境,other,no_policy,manual_label
鄭運鵬,2022-10-01 00:00:00,https://www.facebook.com/100044626770324/posts/641581924006028,中央地方做伙拚・民主台灣大步行！ 今天晚上，行政院長蘇貞昌、桃園市長鄭文燦、交通部長王國材來到龜山，向各位鄉親說明這幾年來的政績。 桃園在鄭文燦市長的帶領下，成為幸福城市的首選。這八年來，桃園人口成長是六都第一，台商回流也是投資桃園最多。桃園也是全國最早實施育兒津貼的城市。 這八年來，機捷通車了，未來還會有捷運綠線、棕線、中壢延伸線和鐵路地下化等規劃，這些都是中央與地方共同努力的成果。 過去我在立法院擔任黨團幹事長的經驗，讓我有機會為桃園的各項預算，進行協調與爭取。譬如 #桃園鐵路地下化 的預算核定，原先國民黨執政的中央政府，要桃園自行負擔約800億，在我的協調之下，最後是中央分攤800億，桃園只要負擔200多億。 參選至今45天，我已經提出長者四季春、教育五條柱、育兒六利多、捷運再三線、捷運三支箭和三搶攻計畫；就算是確診期間，我的腳步也沒有停歇！ 這些政策結合成為「#456遮雨棚」和「#333大運轉」，從年輕人、幼兒、老人、勞工都有照顧到。 我會向市民朋友證明，我會讓桃園加速運轉、讓美好持續實現。「桃園最棒、運鵬接棒」，勇者滿血回歸，讓我們一起運轉桃園，大進化！ #運轉桃園大進化 #院長好像也很喜歡光劍,0.0,0.0,0.0,0.0,1.0,5
鄭運鵬,2022-11-04 00:00:00,https://www.facebook.com/100044626770324/posts/668528851311335,積極爭取 #台積電 設廠龍潭！昨天蘇貞昌院長宣布龍潭科學園區第三期正式啟動，讓設廠計畫邁進一大步，未來擔任市長，我會盡全力推動設廠，如期如質、加速完成！ #天天有十三區政見，今天我推出龍潭區政見，我提出的每一項規劃，不只貼近市民朋友生活，更全面照顧所有市民朋友，有我在，請放心！ 今天所提出的龍潭區政見，包括：推動平鎮龍潭捷運線、龍潭客運轉運站；興建龍潭社福館、親子館、公托中心；改造龍潭運動公園為親子共融公園；「神龍鬧鎮」祭典品牌化，讓龍潭全面大進化，打造龍潭成為好觀光，好居住的好所在。 希望透過區域政見，讓每一區的市民好朋友，都能在桃園這座城市享受生活、好好生活。運鵬持續努力，找出最好的方式，讓龍潭好鵬友好生活，讓我來做龍潭的靠山！ ✅龍潭好生活，客庄第一品牌 🔸龍潭交通全面再提升 🔘推動平鎮龍潭捷運線 🔘推動板橋龍潭快速道路，連結龍潭交流道 🔘推動龍潭交流道附近地區都市計畫 🔘設置龍潭觀光交通轉運站 🔸龍潭生活機能大進化 🔘興建龍潭社福館、親子館、公托中心 🔘完成龍潭原住民文化會館 🔘完成第二停車場、新建市區停車場，引進影城及百貨商場 🔘改造龍潭運動公園為龍潭親子共融公園 🔘新建國軍桃園總醫院急重症醫療大樓、長照大樓 🔸龍潭觀光再升級 🔘打造「神龍鬧鎮」主題活動，結合五穀爺文化祭及龍潭龍舟賽 🔘龍元宮商圈升級，以菱潭街模式，發展地方創生聚落 🔘以三洽水休閒農業區、客家茶文化園區、鍾肇政園區為軸心，發展客庄特色旅遊 🔘推動龍潭大池夜間觀光活動、設置大型停車場 #票投鄭運鵬 #龍潭放心交給我,0.0,0.0,0.0,1.0,0.0,4
鄭運鵬,2022-10-15 00:00:00,https://www.facebook.com/100044626770324/posts/653417042822516,桃園在鄭文燦市長的帶領下，成為幸福城市的首選。這8年來，桃園人口成長是六都第一，台商回流也是投資桃園最多，桃園也是全國最早實施育兒津貼的城市。 好的幹事長，保證好市長。過去我在立法院擔任黨團幹事長，讓我有機會為桃園的各項預算，進行協調與爭取。譬如桃園鐵路地下化的預算核定，原先國民黨執政的中央政府，要桃園自行負擔約800億，在我的協調之下，最後是中央分攤800億，桃園只要負擔200多億。 桃園的進步不回頭，參選至今，我已經提出長者四季春、教育五條柱、育兒六利多、勞工長任9用、捷運再三線、捷運三支箭、三搶攻計畫和觀光三倍速等政策。 我會向市民朋友證明，我會讓桃園加速運轉，延續鄭文燦市長八年來的優質施政，讓美好持續實現，未來大家可以繼續叫鄭市長，就算身材小一號，但服務不會變！請大家疼惜鄭文燦，票投鄭運鵬，讓我們一起運轉桃園，大進化！ 請大家用疼惜文燦市長的心，在1126這一天，將您手中的選票支持我，我將延續桃園的進步與光榮。 #疼惜文燦 #票投運鵬，讓我們一起運轉桃園，大進化！ #運轉桃園大進化 #票投鄭運鵬 #進步不回頭,0.0,0.0,0.0,0.0,1.0,5
鄭運鵬,2022-11-05 00:00:00,https://www.facebook.com/100044626770324/posts/669625187868368,#天天有十三區政見，今天推出桃園區政見，希望努力推動包括：加速鐵路地下化、加速捷運綠線、興建國道二號中路交流道；推動台鐵中路車站重劃區及大檜溪重劃案、加速推動舊市區都更；幼兒園增設2歲專班、完成中路4個社會住宅；完成圖書總館及桃園文學館、活化保存桃仔園舊城文化資產；興建南崁溪河川教育中心與東門溪截流站等，希望全面提升桃園區，大家在這裡都能好好生活。 桃園區在這8年來，增加了超過4萬人，已經是許多市民朋友在這裡打拚、成家、追夢的地方。桃仔園舊城是桃園最早發展的地區，運鵬會加速推動舊市區都更、也會活化舊城區的文化資產，讓每個生活在這裡的好鵬友，可以在這裡，找到幸福的感覺。 有我在，請放心！希望透過區域政見，找出最好的方式，完成市民的期盼，讓各位市民好鵬友，都能在桃園這座城市享受生活、好好生活，我會持續努力做大家的靠山！ ✅鐵路地下化，機能超進化 🔸鐵路地下化、捷運綠線加速實現 🔘加速鐵路地下化進度，完善桃園車站周邊規劃 🔘捷運綠線115年完工 🔘興建國道二號中路交流道 🔘友善交通，普設人行道，建立安全通學巷及家長接送區 🔸市區大翻新 🔘推動台鐵中路車站重劃區、完善桃園醫院站周邊規劃 🔘提高容積獎勵加速桃園舊市區都更 🔘推動大檜溪重劃案，增設停車場，提供大有梯田公園使用 🔸在桃園找到好生活 🔘幼兒園廣設2歲專班，一國中學區一公托 🔘共融主題公園倍增 🔘桃林鐵路綠廊以參與式預算方式，由市民選樹、分段植樹 🔘完成中路四個社會住宅，興建正光及慈文安居社宅 🔘協助部立桃園醫院及聖保祿醫院擴建醫療大樓 🔸讓文化融入生活 🔘完成圖書總館及電影院正式營運 🔘桃園文學館完工，串連城市故事館及獨立書店 🔘發掘、紀錄、保存、活化桃仔園舊城各種文化資產 🔸讓河岸讓更親水更美麗 🔘興建南崁溪河川教育中心及東門溪截流站 🔘東門溪、茄苳溪流域治理，完成同安綠水巷計畫 🔘完成龍山埤塘生態公園及大樹林埤塘生態公園 #票投鄭運鵬 #桃園放心交給我,0.0,0.0,1.0,0.0,0.0,3
鄭運鵬,2022-09-21 00:00:00,https://www.facebook.com/100044626770324/posts/633610151469872,\鄭運鵬官方網站上線啦/ 👉https://nicepon.tw/ 參選至今，不少朋友向我反應，希望能提供一個方便查找我的競選政見與最新活動消息的平台。 我的競選官方網站，因為這個目的誕生了。目前已累積共31項、總共7大類的全方位政策，包含育兒政策、長者福利、青年政策、捷運三支箭計畫…等等，未來將持續新增。 官方網站將依照每週更新的頻率，提供各位最新的活動資訊；如果想要進行小額捐款，網站上有提供帳戶資訊，也有線上刷卡的服務。 網站會陸續增加其他服務與小彩蛋，歡迎踴躍分享，讓我們一起運轉桃園！💪,0.0,0.0,0.0,0.0,1.0,5
鄭運鵬,2022-11-15 00:00:00,https://www.facebook.com/100044626770324/posts/677027000461520,今天的政見說明會，我想告訴各位市民朋友，未來八年，鄭運鵬要讓大家學桃園。 過去八年，鄭文燦市長推動桃園學，率先全國實施育兒津貼，中央加碼跟進；65歲以上長者假牙補助44000元，全國最高；桃園1年工業產值3兆元，全國最多；投資台灣三大方案，桃園投資額超過3600億元，是全國第一。 我和鄭文燦市長一起為桃園打拚，我們成功讓航空城啟動、讓機場捷運通車、讓鐵路地下化動工。我們也感謝蔡英文 Tsai Ing-wen總統、蘇貞昌院長，給予桃園最多的建設與投資。 桃園八年人口成長21萬人，圖書館興建23間、運動中心增加10座、親子館增加20個，社區關懷照顧據點達338處、污水下水道接管率更是光速前進。 現在，市民朋友到外縣市旅行的時候，被外縣市的朋友稱讚桃園進步很多，這份光榮感，相信大家都有經驗。 我是桃園在地最資深的立法委員，我會用最照顧市民朋友的方式，整合國政和整合地方建設的能力。接下來八年，我要讓桃園成為格局最大、照顧最細，而且最貼心弱勢的新桃園。 世界需要台灣，台灣需要桃園！我們要讓護國神山台積電在桃園順利推動，讓航空城加速開發；接下來捷運系統要全面啟動，綠線和機場捷運成為環狀線、啟動捷運路網2.0；我們要推動首都圈北北基桃通勤月票1200元，讓通勤族更方便；鐵路地下化要打通交通瓶頸、縫合城市，市區都市更新大發展。 桃園的建設格局要做大，政府也要照顧到最弱勢的市民以及各族群。從我的生命經驗中，我體悟到從政者必須要去主動關心跟服務。因此，我在這次競選桃園市長，提出最多照顧市民朋友的政見。包括：市立兒童醫院、弱勢孕婦陪產假、罕病兒童家庭生活津貼、弱勢勞工再就業加碼5000元、市立高齡醫院等，希望做大家的遮雨棚。 有我在，請放心。市民朋友有放心的感受，從政才值得。 桃園要擔任基北北桃、桃竹竹苗的領頭羊，持續大進步。下一位市長應該具備執行力、協調力與魄力，延續鄭文燦施政好成績。未來，我要讓「大家學桃園」，透過貼心、可行、未來性的政見，讓我來做到，請大家票投③鄭運鵬，桃園進步不回頭，讓運鵬做桃園市民的靠山！ #票投鄭運鵬 #1126出來投票 #大家學桃園 #進步不回頭,0.0,1.0,0.0,0.0,0.0,2
鄭運鵬,2022-10-03 00:00:00,https://www.facebook.com/100044626770324/posts/643018077195746,是不是覺得這幾天秋老虎很兇？ 天氣熱，我給大家的熱情也很熱！ 說到帶來濃濃暖意的事情，蔡英文 Tsai Ing-wen總統實現 0-6 歲國家一起養政策，育兒津貼從原本的2500元，翻倍加碼，完整進化到5000元，已經陸續入帳！ 第二胎、第三胎，也都各自有加碼，蔡政府為大家做好防疫、顧好經濟，更為您加薪減稅增福利。 未來我會推動「#育兒福利多」，讓桃園「公托多」、「公園多」、「更好托」、「延長托」、「輕鬆托」、「待遇優」。完整政見內容，在我的競選官網都能看到：https://nicepon.tw/ 中央地方一條心，一起做家長的育兒神隊友。讓桃園成為爸媽可以安心生養的環境，我會全力以赴！ #運轉桃園大進化 #育兒津貼入帳 #養孩子政府幫,0.0,1.0,1.0,0.0,0.0,"2, 3"
鄭運鵬,2022-11-07 00:00:00,https://www.facebook.com/100044626770324/posts/671175164380037,謝謝龜山的超級好鵬友！謝謝每一位給我滿滿鼓勵與打氣的市民朋友！ #天天有十三區政見，今天在龜山區車隊掃街，感謝所有給我加油打氣的市民好夥伴，許多人聽到聲音，馬上探出窗外、走出門外，親自向我揮手，祝福我高票當選，誠心感謝大家的肯定！ 我也推動龜山區政見，包括在任內發包捷運棕線，加速改善林口交流道；完成文青國中小及附設幼兒園、興建大崗高中；完成楓茶米休閒農業區、大棟山風景區；興建龜山國民運動中心、設置大坪頂展演中心。希望讓龜山區的市民朋友都能好生活，交通再進化。請大家放心交給我，讓運鵬持續做各位市民朋友的最大靠山！ ✅龜山好生活，交通再進化 🔸加速龜山交通 🔘 捷運棕線任內發包，連接桃園火車站、龜山至迴龍 🔘 加速林口交流改善計畫，增設大坪頂及龜山市區停車場 🔘 推動通勤道路如青山路、文桃路、湖山街改善計畫 🔸完善龜山教育與社宅 🔘 完成文青國中小及附設幼兒園 🔘 興建大崗高中 🔘 完成A7站善捷段及中興段2處社會住宅 🔸加速龜山休閒農業 🔘 完成楓茶米休閒農業區，推廣自然生態環境 🔘 完成大棟山風景區，發展登山步道、休閒農業、拓寬大同路 🔸加入龜山生活機能 🔘 興建龜山國民運動中心 🔘 設置大坪頂展演中心 🔘 發展大崗物流產業園區 🔘 增設市民活動中心、公托中心、老人文康中心、親子館、共融式主題公園,0.0,0.0,1.0,0.0,0.0,3
鄭運鵬,2022-11-12 00:00:00,https://www.facebook.com/100044626770324/posts/674381747392712,"復興區的美，值得被全世界看見！鄭文燦市長這八年來，在各方面花了非常多心力照顧原住民族朋友，更在復興區推動用水、用電、用油、用錢正義，推動復興區觀光，打造了許多的基礎。接下來，我們也要讓復興區的市民朋友更安心、更放心，未來服務再加碼，希望未來每一位在復興區的好鵬友，可以幸福生活！ #天天有十三區政見，我推出的復興區政見，包括：完成巴陵加油站、推動北橫國家風景區、原住民族55歲以上裝假牙補助全國最高、擴大補助原住民族高中生及大學生就學津貼、發展復興地方創生產業等。讓每一個生活在復興區的好鵬友，都能在這裡享受生活、好好生活，也讓更多人可以體驗原鄉文化的魅力。 ✅復興北橫國家風景區，落實原民轉型正義 🔸有長照、有公托、好加油，原鄉生活更便利 🔘完成巴陵加油站 🔘解決行動電話通訊死角 🔘編列51個山泉水系統維護管理預算 🔘興建復興區長照中心、公托中心 🔘遠距醫療、巡迴醫療，照顧區民健康 🔘從寬編列復興區主要道路、部落聯外道路、產業道路預算 🔘擴大小黃公車、觀光公車 🔘一里一天幕廣場，一里一集會所 🔘完成介壽國中舊校區轉型為行政園區 🔸打造國際級觀光旅遊勝地 🔘推動北橫國家風景區 🔘優化北橫旅遊設施及商圈建設 🔘整合北橫探索節、拉拉山水蜜桃季、角板山梅花季、北橫櫻花節 🔘興建泰雅博物館、北橫探索訓練中心，泰雅運動中心 🔸原住民族福利再進化 🔘原住民族55歲以上假牙補助4萬4,000元，全國最高 🔘土地管制規定與部落溝通，確認容許使用項目，劃設部落為可建築的鄉村區，農園變更為農業用地 🔘發展地方創生產業，包括泰雅美食、民宿、露營、竹藝、水蜜桃、甜柿、茶葉、香菇、編織、馬告、小米等產業 🔘擴大補助原住民族高中生、大學生就學津貼 🔘推廣泰雅語言、文化、音樂、舞蹈、美食、工藝課程 #票投鄭運鵬 #復興放心交給我",0.0,0.0,1.0,0.0,0.0,3
鄭運鵬,2022-11-12 00:00:00,https://www.facebook.com/100044626770324/posts/674633427367544,滿滿的歡笑聲，整個城市都是孩子們的遊戲場！ 很高興可以邀請到還我特色公園行動聯盟（特公盟）一起舉辦「勇者號！街道遊戲」，在競選總部打造「快閃遊戲場」。這不只是特公盟首次與候選人合作，也是第一次將街道遊戲引進桃園。 一直以來，我很認同特公盟重視兒童權利、讓整個城市都是孩子們的遊戲場的理念，今天我也正式簽署「許孩子一個永續的遊戲城市」承諾書，未來擔任市長，會持續打造以兒童為本的遊戲城市，實踐兒童公民權。 看到活動現場，彷彿回到小時候，跟朋友一起把家裡物品再利用，自己動手做玩具的時光，現在我們也讓小孩感受那年代，利用回收物製造玩具的樂趣，藉由遊戲過程讓孩子的靈魂自由成長，自己做決定。 今天，有不少爸爸媽媽、爺爺奶奶帶著小朋友一起玩樂，把紙箱變成城堡、迷宮，廢紙和膠帶變成球，將廢輪胎和木板做成平衡探險和車子，在自由的環境裡，取得材料、發揮創造力和想像力，自在玩樂！ 桃園是六都最年輕的城市，我提出透過托育補助保母10500元、托嬰中心11500元減輕父母負擔，此外，我們要推動定點臨時托育服務，讓父母有更多彈性時間。另外，將來也將興建市立兒童樂園，讓爸媽遛小孩沒煩惱。最重要是我們要照顧小朋友健康，未來運鵬興建市立兒童醫院，小朋友健康讓運鵬來守護！ 桃園是一個友善親子的城市，我會持續推動各項親子政策，做爸爸媽媽最大的靠山！,0.0,0.0,1.0,0.0,0.0,3
鄭運鵬,2022-10-08 00:00:00,https://www.facebook.com/100044626770324/posts/647504033413817,昨天跟大家分享了我對於育兒政見的一些想法，今天想跟大家再分享一次我的長者政策——《長者四季春》。「#長者四季春」政策，想讓桃園長輩享受多，福利也多！ 第一季春「據點要舒適」： 提升桃園長照據點的硬體設備，優先裝設免治馬桶，並提升無障礙空間。 第二季春「健康樂活村」： 透過公私協力，發展智慧健康器材產業聚落，讓大家願意在桃園樂活共老。 第三季春「看診少排隊」： 籌設市立高齡醫院，方便長者看診。 第四季春「長輩挺庇護」： 開放敬老點數每月800點在庇護工廠消費，挺長輩也挺弱勢。 未來桃園除了是重視育兒的年輕的城市，也會是長輩最幸福的城市。之前跟大家分享過我的 Youtube 頻道，這些《勇者出任務》系列，在 Youtube 上都可以搶先收看喔！ #運轉桃園大進化,0.0,0.0,0.0,0.0,1.0,5
鄭運鵬,2022-10-07 00:00:00,https://www.facebook.com/100044626770324/posts/646776536819900,《陪伴你，與孩子一起成長》這支動畫影片，是我的配音初體驗。 我自己就有兩個小孩，我認為這支影片刻畫出許多爸爸媽媽，初為家長的憂慮與快樂。影片描述了家長養育孩子的過程，從產檢、居家育兒到孩子入學，一起度過的辛苦卻又甜蜜的考驗。 而政府和社會的支援，是讓年輕父母願意生養的助力。 桃園市是今年全台出生率最高的直轄市，也是育兒津貼的領頭推行城市，這不僅表示桃園是一個宜居城市，也表示政府的育兒政策正面提升了生育率。 奠基在桃園已具備的良好基礎上，我提出「#育兒六利多」，公托多、公園多、待遇優、更好托、輕鬆托、延長托，以及「#育兒三大加碼」，兒童樂園、弱勢媽媽陪產的協助、罕見疾病孩童的補助。 其中「#弱勢媽媽陪產協助」，想照顧的對象是那些最弱勢的媽媽、產婦。她們可能沒有婚姻配偶，或是先生沒有辦法即時協助照顧，在現行法律體制中，這樣的媽媽沒辦法找其他人來陪產。 現在立法院裡面，已經有陪產假及陪產檢假總共7天，但這無法幫助到最弱勢的單身產婦。 未來市政府會透過其他的機制，譬如開放產婦可以指定一個親友，來陪產或是進行陪產檢。又或者由市政府來設置陪產或陪產檢的專業社工人員，當單身的產婦需要幫忙的時候，就由市政府來協助。 未來的桃園市政府，希望能當「爸媽的好神托」，成為家長的育兒神隊友，讓小孩子都能在桃園平安、快樂的長大。 #運轉桃園大進化,1.0,1.0,1.0,0.0,0.0,"1, 2, 3"
張善政,2022-10-13 00:00:00,https://www.facebook.com/100044377241488/posts/849206213235279,全台唯一婦幼局，服務全集中 產前顧到產後，桃園善好孕 桃園是年輕父母比例最高的城市，是一個年輕且充滿未來可能性的城市。但不可否認地是，女性因為生理的緣故，總是面對更多壓力與風險。因此，我認為在討論生育議題時，女性一定要優先被照顧！ 我主張成立全台第一、六都唯一的「婦幼局」，服務內容包含女性各個階段的需求： 從「懷孕前」支持女性的選擇權、補助凍卵； 「懷孕中」產檢、就醫通勤的服務； 到「產後」心理諮詢、重返職場， 這是我所提出的「Total Solution」，要在每一個環節盡可能服務更多一點，希望讓桃園的女性好孕好養、兼顧職場！將服務全集中、一站式解決問題！ 我們婦幼局第一個要推的首發政策，就是「婦幼六善好，桃園善好孕」，以下「六個善好」，希望從女性、幼兒角度出發思考問題，要全面支持女性的職涯發展、讓幼兒健全成長！ ❤️第一好 凍卵營養金一萬元❤️ ❤️第二好 育兒津貼多一胎加一萬 ❤️ ❤️第三好 好孕專車2.0 通勤要補助❤️ ❤️第四好 產後心理諮商，產婦不再憂鬱❤️ ❤️第五好 支持企業托育 支持女性重返職場❤️ ❤️第六好 兒童專屬運動場域❤️,0.0,1.0,0.0,0.0,0.0,2
張善政,2022-10-17 00:00:00,https://www.facebook.com/100044377241488/posts/852025906286643,讓「偶然」來到桃園的青年 變成「必然」待在桃園一輩子！ 在這次參選桃園市長的青年後援會成立活動上，看到很多充滿朝氣的年輕人，讓我感到無比的信心💪 桃園，是六都中最年輕的城市，桃園的未來要由青年們驅動！因此這次參選以來，我陸續提出多項青年政見，在科技新創、友善創業、職涯機會、育兒輔助、教育政策等各方面用行動支持年輕人！ 未來，我要用科技專業與經驗，打造2030年的「桃園3.0」🤖️，用國際化的政策，發揮桃園作為國門之都的優勢，引入更多的國際科技企業落地，成為「台灣新創門戶」，讓桃園的企業利潤提升、青年薪水調升。 🌍桃園的將來，不只會是台灣的桃園，也會是亞洲的桃園、世界的桃園！ 💁‍♀️針對想生育但是工作忙碌的青年，我提出全台第一創設「婦幼局」的構想，從全過程支持女性，從凍卵補助、增加育兒津貼，到推出「好孕專車2.0」等等，支持年輕女性兼顧職涯發展與家庭的選擇權！ 🧑‍🎓對還在讀書的年輕人，我也支持「18歲公民權」、積極打造更多就業機會，讓年輕人從參與公共事務到進入職場，都有最友善的環境，讓市府當年輕人的靠山！讓我們的民主更完善、經濟更繁榮！ 🧑‍💼對有夢想、有idea開創自己事業的青年，我也已經提出青創的「五個友善」，要支持年輕的創業家、地方創生家，讓青年關心的創業項目優先被關注，同時引入新科技，幫助青年創業！ 👨‍👩‍👧‍👦對已經成家立業的青年，我的政策也正一步一步到位，要從育兒顧老、教育等各種方面支持年輕人，讓青年可以專心拚事業，政府跟你一起顧老顧小！ 我希望，打造一個更好的桃園，使不管是本來就住在桃園，或是像我一樣因為工作、求學，而「偶然」來到桃園的青年，一輩子待在桃園變成「必然」！青年要的未來，張善政做得到！,1.0,0.0,0.0,0.0,0.0,1
張善政,2022-08-08 00:00:00,https://www.facebook.com/100044377241488/posts/801052568050644,#桃青善政 ➽ 育兒顧老挺青年，爸媽無憂拚事業 桃園是個年輕的城市，我們有全台第二多的嬰幼兒。而三明治世代的年輕人，不只在乎托育，也關心長者照護。 真正有效的政策，不只是「撒錢」❌，甚至「只顧小，不顧老」，而是「投資」✅真正改善幼托與顧老體系，老小都照顧，才能讓桃園每個家庭都平安健康、幸福快樂。 在父親節這天，善哥要為年輕爸媽提出「育兒顧老挺青年，爸媽無憂拚事業」好政策！挺年輕人安心在桃園生，桃園養，跟著桃園一起成長！ ➽托育善政：#優化待遇 超越雙北 小寶貝更容易找公托 公托托育人員在現有薪資基礎上再提升，待遇六都第一！ ➽育幼善政：#品質提升 放心的生 父母安心托育免煩惱 運用數位化管理提升效率及環境安全！ ➽公托善政：#公托翻倍 育兒不累 減輕父母抽籤焦慮 重新調整公托發展資源，翻倍公托收托人數、降低候補數！ ➽顧老善政：#終身學習 顧老無礙 協助日間照顧銀髮族 推動「活躍老化」，讓年輕朋友安心打拚，市府來照顧銀髮族，實現樂活桃園！ ➽數位善政：#科技托育 數位照顧 規劃醫護視訊關懷老幼機制 疫情期間與在地醫療單位合作規劃長照、幼托機構及幼兒園的「醫護視訊關懷機制」，守護孩子與長輩的健康！ 在父親節這一天，善哥提出善政，幫大家一起顧小孩、顧爸媽，更要祝每位偉大的父親天天快樂，也期盼每位寶貝都能快樂長大！,1.0,0.0,1.0,0.0,0.0,"1, 3"
張善政,2022-08-17 00:00:00,https://www.facebook.com/100044377241488/posts/806791150810119,🫧🫧 大人小孩都愛的泡泡派對🫧🫧 在桃園風禾公園參加「有愛無礙泡泡親子派對」，現場的小朋友玩得很開心，我也覺得很好玩，疲勞瞬間消除了❤️ 看見孩子的笑容，更覺責任重大。我之前提出「#桃青善政」，要「提高公托人員薪資💵」、「翻倍公托收托人數📈」，就是要讓年輕人在桃園安心生、安心養，讓孩子平安健康地成長！,0.0,1.0,1.0,0.0,0.0,"2, 3"
張善政,2022-11-21 00:00:00,https://www.facebook.com/100044377241488/posts/879332773555956,【Focus Young】市民眼中的桃園未來 大家眼中的桃園，未來應該是什麼樣子？ 選戰進入最後的倒數，非常感謝《上報》記者朋友製作的《Focus Young 張善政眼中的桃園未來》專題報導，讓我在面對抹黑攻擊的喧囂聲中，可以持續用理性、務實的政策牛肉與市民溝通。 專題內容收錄了最新刊出的三篇政見，包括： ✅桃北北基1280月票、桃園產業升級，跨縣市、在地青年都要幫助！ ✅育兒津貼多1胎加1萬、推動高齡友善換居，與三明治世代一起分擔壓力！ ✅加速建設社會住宅既有目標數、提升勞工職訓與保障，讓市民安心打拚！ 還有許多的政見以及期盼，在我心中醞釀，更期待要和大家一起來實踐！ 選戰倒數時刻，還沒有決定好要投給誰嗎？ 請借給我①分鐘，向你說明「我所看見的桃園未來」！ 民進黨執政八年的漏洞，我用專業來補正💪 民進黨執政八年做不到的，我用經驗與視野來做❗️ 1126，挺善良、專業，市長請投①號張善政！,0.0,1.0,0.0,0.0,0.0,2
張善政,2022-11-11 00:00:00,https://www.facebook.com/100044377241488/posts/871021507720416,１起為桃園拚第１❗️ 這是個一生一次的特殊時刻， 民國111年11月11日11點11分， 不僅是「雙十一」，更有11個1！ １１１１１１１１１１１ 桃園是個充滿活力的城市， 也有許多值得更好的地方， 要和各縣市良性競爭、 和國際看齊，我們要更努力💪 我正在為桃園打拚的路上， 我會和所有愛桃園、 為桃園奮鬥的朋友們一起， 為桃園拚更多第1！ １１１１１１１１１１１ 💪拚 教育第１ 教育國際化，學習科技化 💪拚 青創第１ 五個友善挺創業就業 💪拚 數位第１ 智慧城市，接軌矽谷 💪拚 勞權第１ 增加就業，強化保障 💪拚 公安第１ 公安總體檢杜絕豆腐渣 💪拚 交通第１1280月票串桃北北基 💪拚 行人安全第１ 人行道翻倍，推動總體檢 💪拚 公托第１ 公托翻倍，品質提升 💪拚 婦幼第１ 全台第一婦幼局 💪拚 長照第１ 日間照顧，終身學習 💪拚 永續發展第１ 顧生態，護環境,0.0,0.0,1.0,0.0,0.0,3
張善政,2022-10-10 00:00:00,https://www.facebook.com/100044377241488/posts/846801090142458,用行動支持18歲公民權🙆‍♂️🙆‍♀️🙆 📣為青年發聲 我們一起站出來 中壢的「銀河廣場」是許多桃園年輕人假日休閒、看電影會經過的地方，所以，我也和國民黨青年團一起來這裡街講，表達對於年底「18歲公民權」公投案的支持！ 過去我在Google、宏碁服務的時候，見識到很多年輕人的創意、活力，無論是透過E-mail或面對面和年輕同事溝通，一點都沒有阻礙，我很喜歡這種平等、開放的工作氛圍。 今天站出來支持年輕朋友的公民權，也是一樣的道理，就是要替年輕人爭取平等參政的權利、讓他們可以為公共事務發聲、發揮創造力，讓更多人共同參與的台灣，變得更美好！ 桃園，是六都中最年輕的城市，年輕人能及早關心公共議題，我們才真的是一個民主的國家、民主的社會，因此，我百分之百支持18歲公民權！我也希望大家一起來支持，讓公投案在年底可以順利過關。 「18歲公民權」是一個國際的趨勢，國民黨也很早就提出、並支持這樣的進步主張。目前，我也已經推出各項政見，含括青創、交通、育兒、勞動、教育等各領域的政策，希望能讓桃園成為一個對青年發展最友善的城市。 用行動支持青年、讓18歲公民權修憲案順利通過，讓我們一起努力！,0.0,0.0,0.0,0.0,1.0,5
張善政,2022-11-05 00:00:00,https://www.facebook.com/100044377241488/posts/866556411500259,桃園善好孕 婦幼放第一！ 讓桃園成為婦幼最友善城市 「我希望孩子健康平安長大🤱」 「我希望孩子的營養午餐能吃得安心…」 「我希望孩子的公托能不再排隊…」 這是所有父母的期望，更是桃園爸爸媽媽們的期望。 我們規劃了從「產前」到「產後」的完整方案，讓媽媽無後顧之憂；增設全台第一、六都唯一的婦幼局，讓婦女和孩童在桃園最有保障！ 我當市長，會為婦幼想更多，做更多， 讓桃園成為對婦幼最友善的城市！,0.0,1.0,1.0,0.0,0.0,"2, 3"
