Candidate,time,URL,Message,社會住宅,幼托政策,長照政策,運輸,經濟發展,other,manual_label
黃珊珊,2022-11-20 19:00:05 CST,https://www.facebook.com/100044528885416/posts/807051270552726,所有台北市民們，你們不是藍的，你們也不是綠的，你們是自由的。 單車騎行的那天，15小時、60公里的自行車旅途，我們細數了台北的改變，這些光榮的改革，要感謝兢兢業業的8萬公務同仁，還有每一個選擇超越藍綠的你。 ​ 因為有你，才讓戮力從公的團隊，有一個發光發熱的舞台；因為有你，黃珊珊才能為台北服務24年，讓一個沒有家世背景、沒有大黨奧援的平凡人，靠著努力站在這裡。 ​11月26日，請投給八號黃珊珊，偉大市民們，讓我們齊步共贏！ 這一天，需要大家站出來，告訴藍綠，這個城市不是一城不變。 這一天，需要大家站出來，超越藍綠，證明人民不是揮之即來、呼之即去的棋子。,,,,,,1.0,6
林佳龍,2022-10-15 09:00:04 CST,https://www.facebook.com/100044464388138/posts/656042165887924,「讓有規劃能力，能解決問題的林佳龍高票當選！」— 賴清德 ​ 昨晚在我和 賴品妤 委員的汐止競總成立大會上，雖然下起滂礡大雨，但仍澆不熄汐止民眾的熱情。我更要感謝賴副總統對於新北及佳龍的力挺與重視，再次來到新北力挺佳龍！ ​ 賴副總統提到，新北是台灣人口最多的縣市、是許多外地人來站起的好地方，更扮演著關鍵角色，「因此，我大力推薦林佳龍，他有規劃能力、有解決問題的專業，讓林佳龍當市長，是新北大翻新的好機會！」 ​ 其實，賴副的阿姨就住在汐止，他小時候常來玩，也對這充滿感情。但就像賴副說的，過去汐止時常面臨淹水惡夢，導致居民生命財產安全受到傷害，直到前總統陳水扁、台北縣長蘇貞昌、行政院長游錫堃等人輪番接力，當時我曾擔任游院長的左右手，到立院負責提出對策。在許多人的努力下，終於逐步解決汐止的淹水惡夢。 ​ 當然，不只汐止，未來我會帶著這樣的熱忱與經驗，一一檢視、解決新北的大小問題，讓空轉好幾年的新北市，再次重新轉動。 ​ 新北要翻新，汐止一定贏！在大雨中看到這麼多的民眾前來支持，實在讓我充滿感激。我會帶著這股氣勢，帶領新北繼續衝，達成大家對於新北大翻新的期望！,,,,,,1.0,6
黃珊珊,2022-11-07 19:11:41 CST,https://www.facebook.com/100044528885416/posts/665511711609786,"退休，是第二人生的開始，我希望每個市民活到老，都能學到老！ ​ 今天與陳宥丞 很榮幸，出席由「台北市12所社區大學永續發展聯合會」及「台北市社區大學講師職業工會」舉辦的「與市長有約」座談會。 ​ 要活就要動，像我媽媽已經90歲了，我都一直鼓勵她出門走走，我想社區大學就是一個長者的好選擇。而且二十多年來，社大的課程也愈來愈多元，像是插花、繪畫、書法、攝影或手機課，都有非常專業優秀的師資，更在文史傳承與人際聯繫上扮演很重要的推手。 ​ 在我的教育政見中，#樂齡學習 也是非常重要的部分。我希望推動「#代間學習」、促進老幼共學。所以，我會在12個行政區成立 #代間學習中心 ，每年也會提供65歲以上的長者3,000元的 #樂齡學習券。 ​ 這種做法，除了能鼓勵長輩持續學習，還能幫助 #母語傳承，因為小孩跟阿公阿嬤在一起，就是最好的母語教學環境！ ​ 此外，我也會延續社大的內涵，成立以培訓職人或達人為目標的2.0版社區大學，計畫於4年內成立6所，讓青年、在職人士都能學習到創新創業、企業經營、財經專業、最新科技與公共議題等知能！ ​ #黃珊珊 #八號黃珊珊 #TaipeiK33PGoing #偉大市民齊步共贏",,,1.0,,,1.0,"3, 6"
陳其邁,2022-10-22,https://www.facebook.com/100044275967405/posts/655139469305246,「人的一生，只有一次。我很慶幸、我很驕傲，無比的感激，我是高雄人！」 這四年，對我們高雄來說，時間過得很快。 2018市長選舉、接續市長罷免、再來是市長補選。還有議員罷免、四個公投案，接續來進行投票。 一次一次的選舉，有人像走馬燈來來去去，但是偉大的高雄人我們都在這，用我們的故事在我們土地寫我們高雄的歷史。 我在高雄也曾跌倒過、失敗過，但是我都沒離開高雄，我的心都在這裡。 我是高雄直轄市民選以來，第一個高雄孩子做高雄市長，第一個在地的市長。 4歲來到高雄，在這裡讀書、娶妻生子、參與民主政治。上半生的青春歲月，都在這塊土地與偉大的市民一起打拚。 高雄，是我一輩子最愛的地方，也是我一輩子與大家一樣、永遠的故鄉。 人的一生，只有一次。 我很慶幸、很驕傲，感到無比的感激我是高雄人，高雄是我一生唯一的選擇！ 兩年拚四年，日也拚夜也拚，時間真的很快，兩年眨眼就到。 蔡英文 Tsai Ing-wen 總統有時候會說，其邁市長常常三更半夜打電話打擾她，這個市長有夠煩！ 但是我要跟大家報告：「高雄的建設不能停、時間也不會停下來等高雄」。 想到要做的事情，第一時間我就緊緊緊來做。 回想這兩年來，不管路途遙遠，不管事情大小、上山下海，38區我走透透。 走過無數，腳踩上我心愛的故鄉。勤快的市長和大家一樣，我們有血有淚有痛苦有快樂，把我們的喜怒哀樂、把我們的生命，寫在我們心愛的故鄉高雄。 城市轉型，從來都不是輕鬆的事，高雄從來不是好命孩子。 有人問說：其邁你為什麼對高雄充滿信心、永遠都那麼認真打拚？ 因為我知道高雄不能失敗，高雄一定要站起來勇敢向前走。 高雄一定要不怕驚惶，永遠走在時代的前頭，才能變做全台灣最美麗、最偉大的城市。 . 上任後我們一起完成許多事： 高雄全國第一個採用宇美町式打法，把長輩、市民照顧得很好，防疫成績單交出9成的滿意度。 去年遇到 旱災的問題，我帶市府團隊短短15天內挖32口井，32口總共13萬噸，包括再生水廠、伏流水的開闢。我們仍持續盤點、做好準備。 #產業發展，從楠梓、到橋頭、路竹、仁武產業園區、亞洲新灣區5GAIoT園區，台南到高雄，即將串成全球最有價值的半導體產業聚落。半導體與電動車，將是台灣未來的雙兆元產業。 我們 #招商引資，在這兩年內促參919億，是全國第一名。年平均招商成長83%，投資高雄到今天為止已經達到5680億。 創造就業機會，築巢引鳳，台積電、穩懋、從默克、英特格等相關大廠，陸續進駐高雄。薪資成長達到8.63%，是全台灣成長最快速的城市。 我們的青年失業率，也持續大幅改善，現在高雄已是全台灣六都青年失業率最低的城市。 高雄營利事業銷售總額已達5.57兆，是所有縣市成長最快，今年年底預計將會繼續寫紀錄。 經濟繁榮，最重要的就是能夠挹注我們的稅收，幫助建設。 去年高雄市政府不只零舉債，還有剩2800萬。就任兩年來我們也創造歷史，上任兩年還債70億元。 踏著堅定腳步，做好配套措施，#輕軌復工成圓，#捷運四箭齊發。 我們的輕軌，現在已經成為全台灣最漂亮的輕軌路線！ 捷運紅線、路竹延伸線，今年1月已經動工。年底、或明年初，捷運林園線動工；捷運黃線，來年動工。 九天拆除中博陸橋，將原來三十天的交通黑暗期，大幅度地縮減。 台39線，高鐵下的道路，從阿蓮到仁武；國道七號、高屏第二快速道路、新台17線，未來在橋科的聯外道路，一條一條，便捷的公路路網，我們全力儘速完善高雄的 #交通 路網。 #運動中心，從0成長到14座，涵蓋的人口超過210萬人，4座已營運，5處已經動工，目標我們3年內我們會全數完工。 #社會住宅，花媽市長當時蓋了500戶，前任的市長規劃數是0。 我們上任馬不停蹄，今年的年底，7000戶將動工，目標1萬5000戶。 高雄市，也是六都唯一，將所有的囤房稅稅收，來作為租金補貼，照顧好年輕朋友。 在年底，我們就會達到33間的 #共融公園；到明年六月，達到40座。 全高雄市455座的公園設施，我們也全部編列預算改善，讓大朋友、小朋友，可以在社區公園裡面盡情玩耍，享受城市的綠意。 市府團隊也加緊地來照顧我們的老幼婦孺。 在今年的四月，就達到 #班班有冷氣。今年的年初，就達到 #校校有雙語；今年九月，就達到 #生生有平板。 社區關懷據點，在今年年底會達到520個；C級巷弄站，到今天已經500個；一學區一日照的中心，在今年也會達到101處。 也感謝中央、花媽市長，跟過去市府團隊共同打拚，我們不只把鐵路地下化，鐵路地下化後誕生的綠園道，總共15公里、71公頃，是十個中央公園的綠地面積。 我們住在高雄最了解：高雄的美，是每一個高雄人的日常。 高流、衛武營，這是我們每一天想到時就會去走走散步的所在。 跨百光年、台灣燈會、台灣文博、台灣設計展，創造就業人口外，也有非常多外縣市、國外的旅客來到高雄，見證從平地到山上，從海邊到平原，我們高雄的美麗。讓所有其他縣市、甚至國外的朋友驚艷。 兩年拚四年，我們在今年天下雜誌的幸福城市調查，社福力躍居第一，城市競爭力從六都最後進步到六都第二！ 所以，我在這裡要特別感謝所有市民朋友。 這些成果，都是所有市民朋友，跟我、市府團隊，大家共同的打拚。 過去，即使面對很多挑戰，也許碰到徘徊、面臨蹉跎而躊躇不前，也曾經停下來，不知道高雄未來要航向何方。 但是這兩年，我們用盡自己的努力，已經向全國、向全世界，見證高雄這兩年已經做好準備。 準備好要起飛，準備要飛向未來、向全世界！ 我要感謝所有鄉親長輩，四年前給我機會、讓我反省、讓我檢討，讓我可以珍惜我剩下來的生命，可以全力的奔跑、全力的為高雄打拚，也能夠讓我更謙虛、更謙卑傾聽民意。 我也要拜託大家： 再給其邁四年的時間，其邁一定會很骨力、認真，跟大家一起打拚，讓高雄更加進步、更受歡迎，這樣好不好？ 這場選舉非常重要，不是只有其邁選市長。 我要拜託大家，讓議會過半，給其邁力量，給市府好做事情，讓高雄可以全力衝刺，這樣好不好？ 11月26日，市長支持陳其邁，議員也要拜託大家支持民進黨，18歲的公民權。 再拚④年，高雄起飛！,1,,,,1.0,,"1, 5"
陳其邁,2022-07-11,https://www.facebook.com/100044275967405/posts/581667966652397,今天到前鎮草衙朝陽寺，一位步履蹣跚的阿嬤特地來看我，説要幫我加油。 我跟她說「阿嬤謝謝！」 忍不住伸手幫她調整好沒戴好的口罩。 疫情以來，長輩一直是我們最關心的。 寺廟前的大樹下，幾位阿伯戴著口罩排排坐好。我問有沒有打疫苗領禮券了？ 他們都說有，還比個7，笑著說領了700元。 廟旁的滷肉飯，香氣四溢，讓人不禁靠近看看有什麼驚喜？ 高雄就是如此精彩多元，我們都共同生活在這裡。 「市民的事就是我們的事」，我們一定會全力的來做。 . 今早最主要視察「#媽祖港橋」改建。 不只是鳳山五甲與前鎮草衙連通最重要的一條道路，更是鳳山通往亞洲新灣區，主要的道路。 亞洲新灣區5G AIoT園區共投入約110億元，也會徹底改變前鎮小港的風貌，並串聯鄰近的鳳山發展。 因此，我們推出三部曲，按部就班改善五甲到草衙上下班比較壅塞的情形： ➡首部曲-「新建海邦橋」，加速海邦橋新建完工，有效分流大概20%左右車流。 ➡二部曲-「前鎮媽祖港橋改建工程」，5.2億預算，中央補助3.2億，其他由市府自籌。 ➡三部曲-「新建捷運黃線」，連結城鄉，讓移入的就業、居住人口，居住地方可以有更多選擇。 企盼如質如期完工，讓五甲及前鎮的交通能更便捷。,,,,1.0,,,4
陳其邁,2022-10-21,https://www.facebook.com/100044275967405/posts/654427646043095,有故事的無敵海景 具歷史意義的高雄「#鼓山魚市場」重新盛大開張了！ 日治時代的哈瑪星，是台灣第一座填海造陸打造的現代化街區，也是現代化高雄的起點。最早有自來水、電力、電燈，更擁有現代化市場、新式碼頭、鐵路、火車站，可以說是當時最「摩登」的地方。 當時大船、商業繁盛，濱線鐵道滿載各種貨物，是哈瑪星黃金年代。 有當地居民回憶，「當時熱鬧不輸日本築地喔！」 看準遠洋漁業商機，1927年，高雄州廳打造擁有完善製冰廠、冷凍廠、漁貨倉庫的高雄漁港。高雄魚市場也在2年後搬遷至現址，結合事務所、競賣場等，是臺灣第一座現代化的魚市場。 戰後，也依行政區，分別改稱為鼓山漁港和鼓山魚市場。 原本是臺灣捕撈鮪魚、烏魚、鯊魚等魚貨重要集散地，曾經佔全臺近5成的遠洋漁業產量。 在60、70年代後，漁業重心逐漸由哈瑪星轉至前鎮漁港，逐漸沒落。 去年，我們決定重新整修啟動改造計畫，拆除老舊建物並整理周邊環境。 讓老記憶再生，成為有美食、美景，呼應歷史的高雄農漁精品展售中心。 建築師以坐擁270度海景的「透明盒子」理念，重新設計鼓山魚市場，著重讓大家看到海，也讓看海過程更有趣。建物用透光材料作為新立面，「窯燒玻璃」營造水的泡泡感。戶外則因應海港氣候，設計出像是「流動浮島」的港邊花園。 主入口，原本的「魚市場事務所」立面外觀整建；背面則保留原本的荷蘭式磚砌法，只加強防水，原汁原味的磚構造，有最原始歷史痕跡。 從「鼓山魚市場」老建築活化開始，串連哈瑪星、鹽埕、高雄流行音樂中心、棧二，駁二、亞洲新灣區。 我今天也和大家宣佈兩項免費：第一個，看無敵的夕陽西下、漂亮的海景不用錢。 第二，在這裡的幸福也不用錢。找個時間時間、跟看對眼的人，那麼近可以看到海，是多麼幸福。 其實跟鹽埕第一公有市場是一樣，有我們的記憶跟感情在這裡。我們不希望做一件建設，把舊的拆掉，蓋新的。把舊的人趕走，迎來新的人，這樣不對。 我們認為把這些最重要的元素保留，也保留在地特色，在地感情，然後再有新的元素，才能讓高雄繼續蓬勃發展。 另外，高雄人討海人很多。 我有一次跟漁民朋友聊天。 他說：「市長，抓魚的人都很聰明。」 我問：為什麼？ 他說：「如果不聰明抓不到魚。」 高雄討海人那種冒險犯難、不畏艱難勇於挑戰的精神。船一出去，茫茫大海，拼搏努力才能滿載而歸，這是高雄人的特質、精神。 我們就是以這種精神，共同成就高雄的美好。 我要在這裡向努力過的的人表達感謝，努力的人，把故事寫在這片土地。 . • 鼓山魚市場 高雄市鼓山區濱海一路109-1號,,,,,1.0,,5
陳其邁,2022-10-15,https://www.facebook.com/100044275967405/posts/650090046476855,高雄，準備欲飛！ 今天從早到晚跑了12個行程，見到好多熱情的市民朋友。 記得兩年前辭掉行政院副院長，回到我的故鄉高雄。 當時我就決定： 要用盡全身的力氣，為了高雄這塊土地打拚。 「用兩年時間、拚四年建設」，這不僅是我的承諾、更是我對自己的要求。 這兩年可以說是非常辛苦，我們關關難過關關過。 面對 #疫情，高雄採用宇美町的疫苗注射、居家關懷系統和快篩試劑領取，都是全國第一。 百年來最嚴重 #水情 挑戰，上山找水、立刻啟動應變計劃，在短短不到一個月的時間開拓水源，預計到117年會增加44萬噸的供水。 這兩年來我們已經做好準備。 #產業轉型，我們一方面加緊招商，二方面我們做好所有迎接大廠的準備。 台積電到高雄投資、半導體的S廊帶成形。亞洲5G AIoT新創園區中央大力補助110億元，各大國際的廠商也到亞灣區投資。 高雄這兩年內不計台積電投資總共招商5187億，比過去成長83%。 招商引資、創造就業機會，我們在110年的營業銷售總額也突破5.57兆。 大力拚建設，重大建設全部重新啟動。 輕軌捷運 #四線齊發，岡山路竹延伸線已經動工，捷運黃線、林園線動工在即。 公路路網布建，四橫四縱，如期如質進行。 高雄的美，是我們的日常。 我們都住在高雄，最知道高雄的好。 住在這片土地、住在高雄是一件非常幸福的事。 綠園道、高流、衛武營、總圖，跨百光年、燈會、文博、台灣設計展等，每一項都讓大家驚艷，重拾驕傲。 中博橋9天退場，還給市民天際線；社福力提升到六都第二，社區關懷據點在年底總共520個、C級巷弄站498個、日照中心在今年底會達到101個，照顧好長輩健康。 #班班有冷氣 4月已經成真，高雄還加碼電費補助。我在當副院長時就開始與蘇院長建議，感謝 蔡英文 Tsai Ing-wen 總統、 蘇貞昌 院長大力支持。 #校校有雙語，今年預算也增加到2.17億，比過去兩年增加2.5倍。大幅增加師資、改善教學環境。 上任後，我們增加到14個 #運動中心。 #共融公園，我上任之前高雄市1座，年底將完成33座，預算增加10億，未來455個公園全部提升安全標準。未來希望增加到40座。 降低年輕人負擔，我們和中央合作，年底將有7千戶 #社會住宅 動工，未來規劃達15000戶。囤房稅每年3億的稅收，全數挹注年輕人租金補貼。 另外一件很重要的事情就是 #18歲公民權，今天我們民主聯盟的學生代表也到場呼籲。 這是我們社會進步的力量！希望大家給機會，年輕人們一定可以做得更好。 深深一鞠躬，感謝所有市民朋友大家一起努力打拚。 這兩年下來，我們已經做好完全的準備。 我們有無比的信心，也會踏著堅定地步伐，讓高雄未來，走向全世界。 剩下四十幾天，馬上就要投票。 11/26，請繼續支持認真、在地的市長，也支持18歲公民權。 讓我們再拚四年，高雄起飛！,,1.0,,1.0,1.0,,"2, 4, 5"
陳其邁,2022-08-28,https://www.facebook.com/100044275967405/posts/614089163410277,不是不小心手滑！ 是我的鹹酥雞，就想加這麼多辣🌶🌶🌶 「鹹酥雞女神」張文綺 Shiny，看到也笑到不行。 趁著雨後天氣涼爽，趕快把握最後機會！ 今晚9點前，在大遠百戶外追夢廣場，集結全國鹹酥雞的 #鹹酥雞嘉年華 。 This is the final call! 錯過了，再等一年！,,,,,,1.0,6
陳其邁,2022-10-25,https://www.facebook.com/100044275967405/posts/657496925736167,最美輕軌，試營運啓航！ C20-C24有五個車站，可說是串連整個捷運、輕軌，最重要也最關鍵的一段。 上任後，輕軌復工是我們最重要的任務。 過去輕軌曾停工兩年，上任之後兩個多月，我們盡力協調、溝通，以最大共識，提出9項改善方案。 其中龍貓隧道，是因將輕軌的路線北移誕生；島式月台改側式月台，多出空間給車道，大幅度地降低對於交通的衝擊。再加上交通環境動態模擬多次的試算，就立即恢復興建。 從前年到現在，一年多的時間就完工，要感謝所有捷運局同仁與工程人員的努力。 這也是我們的態度：當重大建設碰到問題的時候，不迴避，直球對決拿出解決問題的方法。 才能讓交通建設一項一項能夠往前走。 假如碰到問題，就放在那邊蹉跎，問題不解決、又沒有下決定的話，很多重大建設都沒有辦法繼續往前走。 而 #輕軌成圓 為什麼重要？ 因為這是交通平權、綠色交通的一段路。 代表不管富有貧窮、住在城市或鄉下、山上和海邊，都能有公平使用交通運具的機會。 而路線涵蓋醫院、美術館，因此也和文化平權、生活與醫療平權有關，我們全力促進。 捷運四線齊發，短短的兩年，今年1月紅線延伸到路竹已經動工。 年底，捷運黃線也預計動工。捷運林園線，從提出可行性評估、到行政院核定，以平行作業方式，加速籌設速度。 我想今天應該最開心的，是我們捷運局的同仁。 終於可以向長期推動的夢想，再前進一步！ 也感謝所有的市民一起努力，交通建設持續推進，我們希望帶來更便利的生活。,,,,,,1.0,6
陳其邁,2022-10-05,https://www.facebook.com/100044275967405/posts/641987027287157,,,,,1.0,,,4
張善政,2022-08-31,https://www.facebook.com/photo.php?fbid=816099176545983&set=a.716783706477531&type=3,永遠感念我的老東家 宏碁Acer 綠營請衝著我來 別傷害本土企業 最近，大家關注我在宏碁電腦任職時做了什麼？正是那段時光，使我與美麗的桃園結緣，同時也是我人生中壓力最大、最辛苦的一段時間，但辛苦過去，我認為我對得起我的老東家，另一個台灣之光Acer！ #參與台灣第一座國際級雲端資料中心 90年代末，宏碁創辦人施振榮先生、黃少華先生預見到未來網路的發展，想要在桃園的龍潭渴望園區建立國際級的雲端資料中心。由於我在國科會等科技相關單位的經驗，他們找上我。這座資料中心的主機量，是當時全台灣第一。 這項國家級計畫，第一期的建廠，就花了20幾億，前後十幾年的建設期間，從硬體、機電到技術轉移，至少投資了50億，為台灣打下雲端科技能量的基礎，能參與這樣的計畫，是我的榮幸。 #全台灣最好的工程品質 開始興建前，我們飛到美國的IBM、HP等大公司取經，潤泰集團的尹衍樑總裁當時感嘆「事情大條了，這絕對是台灣首創、沒人做過的工程」，結果證明，確實如此。 回到台灣，我們開始實際建設雲端資料中心。為了資料安全，我們必須同時埋設兩條輸電纜，確保不斷電，種種的機電工程幾近「吹毛求疵」。最後，工程的成果蓋得由於蓋得銅牆鐵壁，防颱、防火、抗震。也難怪有人說「這是台灣最好的工程品質」。 那幾年我背負非常大的壓力，天天就想著要爭取客戶，讓宏碁的投資能得到回報。在宏碁的10年，我完成了不可能的任務，為台灣的發展作出貢獻，更與美麗的桃園結緣，得以認識這一片有著不同族群、風景與包容力的美麗城市。 如今，卻因為我個人選舉的因素，導致老東家被捲入綠營政治鬥爭、抹黑的漩渦之中，我深感過意不去。對老東家，我只有無限的感激。在這裡，我要向民進黨喊話： 為了要對付我一個人，值得拉我們台灣優秀的本土企業下水嗎？要付出這麼大的代價嗎？要抹黑、要搞政治，就請衝著我來吧！髒水，潑到我為止！,0,0.0,0.0,0.0,0.0,1.0,6
張善政,2022-11-26,https://www.facebook.com/100044377241488/posts/883254513163782,做市民公僕 拚桃園善好！ 今天不是我個人的勝利，是屬於全桃園人民的勝利，是全台灣的民主勝利！ 未來我將成為桃園市民的公僕，桃園的進步和發展都跟我緊密相連，和桃園共榮共存，從今日開始，我會盡全力守護大家，讓桃園更進步、更幸福！ 我要感謝桃園鄉親朋友，謝謝你們把桃園的未來重擔交給了我，也謝謝大家在讓我這場艱困選戰中，給我向前打拚的力量，將來我和所有市民站在一起，用最好的市政成績來回報大家！ 我要向桃園市長鄭文燦過去八年為桃園的付出致意。未來接棒市政，我會秉持專業，不分黨派來規劃，一切以市民的福祉為依歸！ 我也要感謝一起拚桃園未來願景的三位可敬對手，謝謝你們一起守護桃園的未來、見證桃園的民主！ 明天開始，我們一起捲起袖子，為桃園打拚！,0,0.0,0.0,0.0,0.0,1.0,6
張善政,2022-11-11,https://www.facebook.com/100044377241488/posts/871201447702422,挺善良 反奧步 大家一起站出來 這段時間，我受到許多的抹黑、抹紅攻擊 不只是我，還有許多同黨的、在野黨的候選人 我們秉持從政初心、想為家鄉做點事情 但只是因為和執政黨顏色不同 可能危害到當權者的利益 就要遭受府院黨資源鋪天蓋地、抄家滅族的對待？ 有住在桃園區的市民打電話來 說他家裡樓下的信箱 也收到署名「民主進步黨桃園市黨部」的黑函 這樣的奧步 真的對候選人、對選民公平嗎？ 對我們那一代人來說 「知識報國」是最高的榮譽 一身出國留學取得的專長與知識 能夠帶回來為國家社會做出貢獻 是許多工程師、技術人員願意忍受辛苦 日以繼夜做研究、拚研發的動力 我在擔任行政院長做事、救災的時候 從來沒有分過藍綠、沒有差別待遇 因為參與公共事務 是希望社會整體更好 更惡質的是，當執政黨跑出來說別人奧步 自己卻動用司法、檢調、黨政、媒體、網軍甚至黑道 來追殺在野黨的候選人 甚至打壓民間意見領袖 民進黨自己，不才正是「奧步黨」嗎？ 我最不能接受的 是執政黨蔑視專業 動用政府資源消費台積電 不審慎評估就草率推動1200月票 這是對企業、對納稅人都非常不負責任的做法！ 有人說，今年選情有點冷 但我要請所有對國家社會進步抱有熱情的朋友 一起站出來！ 因為有一個如此踐踏專業、以私害公， 還用奧步而非政策專業與願景來選舉的執政黨 我們不能再袖手旁觀 一定要站出來 阻止民進黨的錯誤政策 害台灣繼續向下沈淪！ 「挺善良 反奧步」 這是我們今年站出來投票 實踐民主 也維護民主最好的理由！,0,0.0,0.0,0.0,0.0,1.0,6
張善政,2022-11-12,https://www.facebook.com/100044377241488/posts/872244294264804,六六大勝 六都大團結💪 作伙為你 拚出好日子❗️ 今晚在板橋 六都戰鬥的夥伴們在一起 侯侯做代誌侯友宜 媽媽市長盧秀燕 台北萬安蔣萬安 高雄戰將柯志恩 犀利龍介仙謝龍介 以及我們的總教練 朱立倫主席 中道、務實、善良、專業的力量大團結💪 1126「挺善良、反奧步」 大家一起站出來！,0,0.0,0.0,0.0,0.0,1.0,6
張善政,2022-11-07,https://www.facebook.com/100044377241488/posts/868089598013607,數位五策 打造智慧新桃園 讓桃園成為年輕人新創門戶！ 人工智慧（AI）、區塊鏈（Blockchain）以及大數據（Big data）等新技術正在改變人類的生活。透過科技持續探索未知的邊界，是人類進步的原動力，城市發展自然也不能例外。 今天我提出桃園市《數位五策》，透過將數位科技導入市政領域、營造友善科技新創環境，讓桃園成為AR、VR、區塊鏈等技術應用及元宇宙產業的先驅城市。 1⃣️導入建築資訊模型（BIM）與驗證機制，發展智慧交通，邁向桃園 #數位雙生（Digital Twin）！ 2⃣️用AI #人工智慧 為城市加速，不僅市政要AI化，產業更要能使用AI技術！ 3⃣️推動桃園成為 #區塊鏈 友善城市，推動將區塊鏈導入市政、創新金融、公共工程、法務應用等領域！ 4⃣️用 #數位思維 改善市政決策與治理品質，優化桃園市府提供的數位服務！ 5⃣️建立數位制度，強化 #數位民主，善用行政院資安長的經驗，確保市民與市府的資料安全！ 科技帶來的不只是機會，也有挑戰。數位極權（Digital authoritarianism）的威脅不只來自境外，國內的數位極權，諸如執政者推動《數位中介法》的不當作為，同樣需要國人警醒。 「我們不能讓政府利用網路數位科技，箝制公民的自由！」 我將會提出《桃園市數位自治條例》，建立合於數位人權的法律基礎與技術架構，捍衛數位時代的台灣民主。 來自桃園在地的元宇宙新創團隊今天也加入我們，展示VR與元宇宙遊戲開發實境，秀出台灣年輕人的科技軟實力！我非常振奮，這顯示我們桃園真的是人才濟濟，完全有在國際舞台競爭的實力！ 未來透過落實「數位五策」政見，我們一定要讓更多有潛力、有夢想的年輕人，將桃園視為科技創業的第一選擇，打造科技新創的生態系，讓桃園成為台灣新創門戶！,0,0.0,0.0,1.0,1.0,0.0,"4, 5"
張善政,2022-11-12,https://www.facebook.com/100044377241488/posts/872051584284075,緊握每一雙手 繼續認真勤走 選戰倒數14天 我們的選戰節奏持續加速 我們 沒有中央執政的國家機器護航 沒有地方執政的資源挹注 但我知道 每一位市民眼神中對桃園未來的期待 就是讓我勇往直前最大的動力 握緊每一雙手，繼續認真勤走！,0,0.0,0.0,0.0,0.0,1.0,6
